Product Link,Rating,Review Title,Review Comment
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,4,Really Nice,"Upgraded from iPhone 12 to 16 pro , its awesome experience, performance battery camera everything is better. Not happy with battery performance"
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Great product,No words for this phone🖤🖤🖤🖤
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,excellent
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Love it 😊
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific purchase,Awesome! Loved it.
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Worth every penny,Best
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Highly recommended,Upgraded from iPhone 13 to 16pro. Loved it
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Brilliant,Best iPhone ever thanks Flipkart for delivering in just 2 days.
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Awesome,Exclusive Premium Rich Affluent Product. But too too expensive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,4,Wonderful,"Super Hit Avoid to purchase 15 pro series
Just only 16 pro"
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Simply awesome,"I was having iPhone XR from 5yrs , i exchanged it with this demon 😈 , I got very good exchange bonus and the 16pro is very good for night clicks , 48 mp dslr like pictures, performance is also very good , battery will come around 1 day compare to my old xr mobile."
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Perfect product!,"Crazy phone. Upgraded from 13 to 16 pro.
Will definitely use it for like 5 years."
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Great product,Good
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,4,Pretty good,"Battery and camera should be improve, other then this all is good."
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,4,Delightful,"I was using iphone 11pro , wanted to upgrade to 5g Sold bought 16pro , my other phone is Samsung S23 Ultra.
I must say Samsung S23 Ultra is better phone then iphone 16 pro in my opinion...

I am an iphone lover but I felt Samsung is better then iphone..
Specially Ultra phones..."
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Great product,Elegance meets power😍
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Brilliant,Good
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Great product,It's most powerful and beautiful mobile.
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Simply awesome,Good
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,As usual at its best
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,Awsm phone
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Excellent,Behtareen phone ✅
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Perfect product!,"Typically Apple, very reliable, hopefully it shud not slow up as new versions of the phone come up. So far great!"
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,Good
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Fabulous!,Very good Product
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Simply awesome,Excellent product
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Phone is excellent but box of iphone is too low premium quality. It's lakin a cartoon with heavy loaded.
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Just wow!,Working well and pictures are like DSLR quality.
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Great product,"Over all great experience, as expected for premium phone."
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Worth every penny,I bought an iPhone for the first time and I really liked it
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Worth every penny,"Best phone ever.
Upgraded from Oneplus 11 5G"
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Simply awesome,Good
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Awesome experience ❤️
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,4,Pretty good,Nice mobile thankyu flipkart for safe and secure delivery
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Great
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific purchase,Awesome....
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific purchase,Its a phone that works. You can depend on it.
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,3,Good,Ok
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Best ever 16 Pro Series
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Nice phone
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,2,Bad quality,Poor built quality for the price range that they offer.
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Fabulous!,"Excellent upgrade from iPhone 13 to 16 pro , use difference I found , no heat issue and good battery life , camera quality next level , premium feeling , tq to apple team"
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Worth every penny,Good
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Excellent,"Upgraded from iPhone 12 to 16 pro. Its really feel like an upgrade. Bit on expensive side but a true flagship, personally feel more premium than Samsung ultra. Battery is great last over a day, camera is great so as display and build quality."
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Next level bro
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,1,Terrible product,bad
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Gret phone
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,Everything is flawless except battery life
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Very nice
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,2,Wonderful,"Nice phone , smooth display , good bettery back up, camera too good ."
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Super!,This phone is amazing
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,Very good
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,"Very very nice mobile
Camera is 💝💝"
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,I am very happy with this device 👍🏻😊
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,1,Absolute rubbish!,"This phone is rubbish, the dedicated camera button is of no use, battery, speed, display all are pathetic, you will repent after buying iphone 16 pro"
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,All over iPhone experience nice and pictures quality 👌
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Very nice product
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Great product,Good extent
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Great product,"My father's first iphone❤️
Colour is awesome and so light in weight
It should be available with 256gb
Anyways design and camera is awesome"
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Just wow!,Awesome..Loved It.🥰🥰
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Mind-blowing purchase,I love it ❤️❤️
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Best in the market!,iOS is always amazing.
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Worth every penny,Best phone
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Awesome,Very good
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Perfect product!,Awesome product
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Wonderful,Just wow it's worth the price
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Highly recommended,"like it
feel premium"
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,A Great upgrade from iPhone 12!,"Upgraded to the 16 from my 12 and it is a great phone. The Ultramarine Blue looks and feels sooo good. The photos don't do enough justice to this variant.

You definitely do not need to upgrade to this if you are having a 14 or a 15, unless Apple Intelligence is something that you do not want to live without.
Camera is great, though not very sure of the Camera Control thing, cuz all that is pretty much available on-screen UI.

Also, got a great deal on the exchange and bank offer, so zero co...
READ MORE"
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Terrific purchase,good
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Just wow!,"Great Deal and Bank offer on Flipkart.

Camera is excellent but observed heating issue while transferring data and while charging. I used to get same overheating issue in my Iphone 11, heating issue is same as my 4 year old iphone 11. Will post another review after a week of usage."
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Best in the market!,Finally I got it 😃 and love it 😘
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,3,Good,Good c
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Terrific purchase,"Bought the phone solely for battery performance and assuming camera of iPhones are always good. A bit of disappointment as I switched from Samsung S22 Plus which offered great screen quality, excellent camera and Galaxy AI did wonders while iPhone 16 is not performing as expected in terms of battery and camera quality.

Pros:
1. Touch screen
2. Build Quality
3. Light weight

Cons
1. No major cons only thing is you will feel disappointed for few days as you switch from android to iOS more i...
READ MORE"
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Must buy!,Wonderfully lightweight stuff. Worth purchasing. Improved speakers and a more seamless display. Incredibly cozy to use with one hand. Go for Teal colour.
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Great product,Love it
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Fabulous!,Colour is very good also camera placement
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Brilliant,"Best for videography and also good for photos if you are interested in little bit editing .
Look and feel of the phone is premium and top notch software experience .
Battery backup is good considering the form factor and performance is also superb .
Major problem is low refresh rate but I tink those who are going to buy they know it already .
Apple intelligence is till now under beta and some bugs are there which will be rectified by apple in updates
Overall a good buy if videography is a pr...
READ MORE"
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Just wow!,It's a very good phone everything is good in it...
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Just wow!,Fell in love with the colour
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Terrific purchase,Great
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,3,Nice,I like this phone but there is no difference between 15 and 16 and apple Intelligence is also not in phone yet. Overall the phone is good but apple can do better
