Product Link,Rating,Review Title,Review Comment,Product Name,Cleaned_Review,Sentiment
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,Good,Apple Iphone 16 Pro White Titanium 128 Gb,good,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Fabulous!,Very good Product,Apple Iphone 16 Pro White Titanium 128 Gb,good product,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Simply awesome,Excellent product,Apple Iphone 16 Pro White Titanium 128 Gb,excellent product,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Phone is excellent but box of iphone is too low premium quality. It's lakin a cartoon with heavy loaded.,Apple Iphone 16 Pro White Titanium 128 Gb,phone excellent box iphone low premium quality lakin cartoon heavy loaded,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Just wow!,Working well and pictures are like DSLR quality.,Apple Iphone 16 Pro White Titanium 128 Gb,working well pictures like dslr quality,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Great product,"Over all great experience, as expected for premium phone.",Apple Iphone 16 Pro White Titanium 128 Gb,great experience expected premium phone,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Worth every penny,I bought an iPhone for the first time and I really liked it,Apple Iphone 16 Pro White Titanium 128 Gb,bought iphone first time really liked,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Worth every penny,"Best phone ever.
Upgraded from Oneplus 11 5G",Apple Iphone 16 Pro White Titanium 128 Gb,best phone ever upgraded oneplus 11 5g,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Simply awesome,Good,Apple Iphone 16 Pro White Titanium 128 Gb,good,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Awesome experience ❤️,Apple Iphone 16 Pro White Titanium 128 Gb,awesome experience,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,4,Pretty good,Nice mobile thankyu flipkart for safe and secure delivery,Apple Iphone 16 Pro White Titanium 128 Gb,nice mobile thankyu flipkart safe secure delivery,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Great,Apple Iphone 16 Pro White Titanium 128 Gb,great,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific purchase,Awesome....,Apple Iphone 16 Pro White Titanium 128 Gb,awesome,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific purchase,Its a phone that works. You can depend on it.,Apple Iphone 16 Pro White Titanium 128 Gb,phone works depend,Neutral
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,3,Good,Ok,Apple Iphone 16 Pro White Titanium 128 Gb,ok,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Best ever 16 Pro Series,Apple Iphone 16 Pro White Titanium 128 Gb,best ever 16 pro series,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Nice phone,Apple Iphone 16 Pro White Titanium 128 Gb,nice phone,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,2,Bad quality,Poor built quality for the price range that they offer.,Apple Iphone 16 Pro White Titanium 128 Gb,poor built quality price range offer,Negative
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Fabulous!,"Excellent upgrade from iPhone 13 to 16 pro , use difference I found , no heat issue and good battery life , camera quality next level , premium feeling , tq to apple team",Apple Iphone 16 Pro White Titanium 128 Gb,excellent upgrade iphone 13 16 pro use difference found heat issue good battery life camera quality next level premium feeling tq apple team,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Worth every penny,Good,Apple Iphone 16 Pro White Titanium 128 Gb,good,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Excellent,"Upgraded from iPhone 12 to 16 pro. Its really feel like an upgrade. Bit on expensive side but a true flagship, personally feel more premium than Samsung ultra. Battery is great last over a day, camera is great so as display and build quality.",Apple Iphone 16 Pro White Titanium 128 Gb,upgraded iphone 12 16 pro really feel like upgrade bit expensive side true flagship personally feel premium samsung ultra battery great last day camera great display build quality,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,Next level bro,Apple Iphone 16 Pro White Titanium 128 Gb,next level bro,Neutral
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,1,Terrible product,bad,Apple Iphone 16 Pro White Titanium 128 Gb,bad,Negative
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Gret phone,Apple Iphone 16 Pro White Titanium 128 Gb,gret phone,Neutral
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,Everything is flawless except battery life,Apple Iphone 16 Pro White Titanium 128 Gb,everything flawless except battery life,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Very nice,Apple Iphone 16 Pro White Titanium 128 Gb,nice,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,2,Wonderful,"Nice phone , smooth display , good bettery back up, camera too good .",Apple Iphone 16 Pro White Titanium 128 Gb,nice phone smooth display good bettery back camera good,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Super!,This phone is amazing,Apple Iphone 16 Pro White Titanium 128 Gb,phone amazing,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,Very good,Apple Iphone 16 Pro White Titanium 128 Gb,good,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Must buy!,"Very very nice mobile
Camera is 💝💝",Apple Iphone 16 Pro White Titanium 128 Gb,nice mobile camera,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Mind-blowing purchase,I am very happy with this device 👍🏻😊,Apple Iphone 16 Pro White Titanium 128 Gb,happy device,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,1,Absolute rubbish!,"This phone is rubbish, the dedicated camera button is of no use, battery, speed, display all are pathetic, you will repent after buying iphone 16 pro",Apple Iphone 16 Pro White Titanium 128 Gb,phone rubbish dedicated camera button use battery speed display pathetic repent buying iphone 16 pro,Negative
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,All over iPhone experience nice and pictures quality 👌,Apple Iphone 16 Pro White Titanium 128 Gb,iphone experience nice pictures quality,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Terrific,Very nice product,Apple Iphone 16 Pro White Titanium 128 Gb,nice product,Positive
https://www.flipkart.com/apple-iphone-16-pro-white-titanium-128-gb/product-reviews/itm50f720fdcec51?pid=MOBH4JCVQZPCHWJD&lid=LSTMOBH4JCVQZPCHWJDT21P4P&marketplace=FLIPKART,5,Great product,Good extent,Apple Iphone 16 Pro White Titanium 128 Gb,good extent,Positive
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Great product,"My father's first iphone❤️
Colour is awesome and so light in weight
It should be available with 256gb
Anyways design and camera is awesome",Apple Iphone 16 Ultramarine 256 Gb,fathers first iphone colour awesome light weight available 256gb anyways design camera awesome,Positive
https://www.flipkart.com/apple-iphone-16-ultramarine-256-gb/product-reviews/itmcc210cae43fba?pid=MOBH4DQFMGE7UC8Q&lid=LSTMOBH4DQFMGE7UC8QXZXA8M&marketplace=FLIPKART,5,Just wow!,Awesome..Loved It.🥰🥰,Apple Iphone 16 Ultramarine 256 Gb,awesomeloved,Neutral
